id,code,title,type,status,transaction,price,pricePerM2,currency,area,location,lat,lng,bedrooms,bathrooms,direction,frontage,legalStatus,furniture,isVerified,viewCount,contactPhone,projectCode,url,valuation_pricePerM2,valuation_confidence,valuation_trendText,createdAt,updatedAt
ea2ee3f0-4912-4259-ad8b-5392c44e5217,LST609976,Bán nhà phố NA.T21 diện tích 6x20m giá đầu tư chỉ 7.5 tỷ đồng vị trí tiềm năng,Townhouse,AVAILABLE,SALE,8250000000,68750000,VND,120,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,North,6,Contract,BASIC,true,6,0971132378,,https://sgsland.vn/listing/ea2ee3f0-4912-4259-ad8b-5392c44e5217,,,,2026-04-08T16:12:34.319Z,2026-04-08T16:12:34.319Z
441edd35-6026-4e5b-b056-3120f43eeb40,LST387883,Bán biệt thự đơn lập NA.GV1-5 diện tích 12x22m giá đầu tư chỉ 22.3 tỷ đồng,Villa,AVAILABLE,SALE,24530000000,92916667,VND,264,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,South,12,Contract,BASIC,true,5,0971132378,,https://sgsland.vn/listing/441edd35-6026-4e5b-b056-3120f43eeb40,,,,2026-04-08T16:08:42.897Z,2026-04-08T16:08:42.897Z
93818df6-ec57-4b8f-8d71-920eb84aee37,LST188029,Bán biệt thự đơn lập NA.GV1-5 diện tích 12x22m đẳng cấp thượng lưu giá 23.5 tỷ,Villa,AVAILABLE,SALE,25850000000,97916667,VND,264,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,South,12,Contract,BASIC,true,4,0971132378,,https://sgsland.vn/listing/93818df6-ec57-4b8f-8d71-920eb84aee37,,,,2026-04-08T16:05:29.711Z,2026-04-08T16:05:29.711Z
29a7b966-33ea-421b-8fb2-84010af28345,LST879448,Phân tích tiềm năng sinh lời nhà phố NA.T11-6 diện tích 8x20m giá từ 9.2 tỷ đồng,Townhouse,AVAILABLE,SALE,10120000000,63250000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,8,0971132378,,https://sgsland.vn/listing/29a7b966-33ea-421b-8fb2-84010af28345,,,,2026-04-08T16:01:31.372Z,2026-04-08T16:01:31.372Z
64c763b0-05e0-4046-b747-7d4c8163926b,LST663697,Bán nhà phố NA.T11-6 diện tích 8x20m giá đầu tư 9.7 tỷ đồng sở hữu vị trí đắc địa,Townhouse,AVAILABLE,SALE,10670000000,66687500,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,3,0971132378,,https://sgsland.vn/listing/64c763b0-05e0-4046-b747-7d4c8163926b,,,,2026-04-08T15:57:51.484Z,2026-04-08T15:57:51.484Z
ada3c31b-17c8-4ac8-95bc-1bc340680d1a,LST460418,Bán biệt thự song lập NA.SV1-3 diện tích 10x20m giá đầu tư 12 tỷ đồng,Villa,AVAILABLE,SALE,13200000000,66000000,VND,200,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,South,10,Contract,BASIC,true,4,0971132378,,https://sgsland.vn/listing/ada3c31b-17c8-4ac8-95bc-1bc340680d1a,,,,2026-04-08T15:54:20.900Z,2026-04-08T15:54:20.900Z
e019ed5a-b242-4556-aa3c-8b49458c348c,LST332322,Bán nhà phố NA.T11-6 diện tích 8x20m sở hữu vị trí chiến lược và giá đầu tư hấp dẫn,Townhouse,AVAILABLE,SALE,10120000000,63250000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,8,Contract,BASIC,true,8,0971132378,,https://sgsland.vn/listing/e019ed5a-b242-4556-aa3c-8b49458c348c,,,,2026-04-08T15:50:51.876Z,2026-04-08T15:50:51.876Z
55ccf6bd-0ba3-4340-af0f-b5d3b9568ba1,LST025674,Bán biệt thự đơn lập NA.GV.1-3 diện tích 12x20m giá đầu tư chỉ 21 tỷ đồng,Villa,AVAILABLE,SALE,23100000000,96250000,VND,240,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,12,Contract,BASIC,true,6,0971132378,,https://sgsland.vn/listing/55ccf6bd-0ba3-4340-af0f-b5d3b9568ba1,,,,2026-04-08T15:47:11.052Z,2026-04-08T15:47:11.052Z
053116b7-e0be-41fc-95b1-5451d69971c8,LST807052,Bán biệt thự đơn lập NA.GV.1-3 diện tích 12x20m với đặc quyền không gian sống thượng lưu,Villa,AVAILABLE,SALE,23540000000,98083333,VND,240,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,12,Contract,BASIC,true,12,0971132378,,https://sgsland.vn/listing/053116b7-e0be-41fc-95b1-5451d69971c8,,,,2026-04-08T15:43:19.240Z,2026-04-08T15:43:19.240Z
1803dc67-fc38-475b-b44e-7bcf1969aced,LST536077,Bán biệt thự song lập NA.SV.1-2 diện tích 10x20m giá cực tốt chỉ từ 11.85 tỷ,Villa,AVAILABLE,SALE,13000000000,65000000,VND,200,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,10,Contract,BASIC,true,3,0971132378,,https://sgsland.vn/listing/1803dc67-fc38-475b-b44e-7bcf1969aced,,,,2026-04-08T15:39:59.659Z,2026-04-08T15:39:59.659Z
fcda87d7-b1cb-47e0-b501-398bae53954a,LST324608,Sở hữu biệt thự song lập NA.GV.1-2 diện tích 12x20m với chính sách giá ưu đãi,Villa,AVAILABLE,SALE,23100000000,96250000,VND,240,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,West,12,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/fcda87d7-b1cb-47e0-b501-398bae53954a,,,,2026-04-08T15:35:32.003Z,2026-04-08T15:35:32.003Z
907771bc-acbe-4dc7-8eb0-b185ffcaaaec,LST021909,Bán biệt thự song lập NA.SV.1-1 diện tích 10x20m giá tốt nhất thị trường,Villa,AVAILABLE,SALE,16390000000,81950000,VND,200,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,West,10,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/907771bc-acbe-4dc7-8eb0-b185ffcaaaec,,,,2026-04-08T15:31:54.503Z,2026-04-08T15:31:54.503Z
ff27b5e8-35b2-4216-8f3b-6556d68399f9,LST681842,Phân tích giá trị đầu tư nhà phố NA.T12-10 diện tích 8x20m giá từ 8.8 tỷ đồng,Townhouse,AVAILABLE,SALE,9680000000,60500000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/ff27b5e8-35b2-4216-8f3b-6556d68399f9,,,,2026-04-08T15:24:31.521Z,2026-04-08T15:24:31.521Z
19287ca5-0086-4f33-8ef3-7db3b551e1f9,LST554701,Bán nhà phố NA.T12-09 diện tích 8x20m giá đầu tư trực tiếp chủ đầu tư,Townhouse,AVAILABLE,SALE,10120000000,63250000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/19287ca5-0086-4f33-8ef3-7db3b551e1f9,,,,2026-04-08T15:21:18.290Z,2026-04-08T15:21:18.290Z
0a9de694-e74f-46dd-9bda-863d30a36796,LST257390,"BÁN NHÀ PHỐ NA.T12-07 – Mặt Tiền 8m, Diện Tích 160m² – Giá Chỉ 8,5 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~9,35 Tỷ",Townhouse,AVAILABLE,SALE,9350000000,58437500,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/0a9de694-e74f-46dd-9bda-863d30a36796,,,,2026-04-08T15:16:54.344Z,2026-04-08T15:16:54.344Z
a9d6f740-dfa4-4d27-96ec-9b4b92a40de8,LST997461,"BÁN NHÀ PHỐ NA.T22-01 – Diện Tích 6x20m (120m²) Giá Chỉ 7,8 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~8,58 Tỷ",Townhouse,AVAILABLE,SALE,8580000000,71500000,VND,120,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthEast,6,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/a9d6f740-dfa4-4d27-96ec-9b4b92a40de8,,,,2026-04-08T15:14:14.144Z,2026-04-08T15:14:14.144Z
3c6463ec-758b-4318-9f47-67756766b99b,LST830946,"BÁN NHÀ PHỐ NA.T12-03 – Diện Tích 8x20m (160m²) Giá Chỉ 9,6 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~10,56 Tỷ",Townhouse,AVAILABLE,SALE,10560000000,66000000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,8,Contract,BASIC,false,0,0971132378,,https://sgsland.vn/listing/3c6463ec-758b-4318-9f47-67756766b99b,,,,2026-04-08T15:09:53.861Z,2026-04-08T15:09:53.861Z
c54d4599-72bd-4810-a82f-dcb986ce1054,LST649591,"BÁN NHÀ PHỐ NA.T12-02 – Giá Siêu Hời Chỉ 8,99 Tỷ (Chưa VAT) | Diện Tích 8x20m (160m²) – Giá Bao Gồm VAT Chỉ ~9,89 Tỷ",Townhouse,AVAILABLE,SALE,9900000000,61875000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/c54d4599-72bd-4810-a82f-dcb986ce1054,,,,2026-04-08T15:07:06.558Z,2026-04-08T15:07:06.558Z
6764f620-6e10-49c9-851b-ab4c347f2d70,LST481950,"BÁN NHÀ PHỐ NA.T12-01 – Giá Siêu Tốt Chỉ 9,2 Tỷ (Chưa VAT) | Diện Tích 8x20m (160m²) – Giá Bao Gồm VAT ~10,12 Tỷ",Townhouse,AVAILABLE,SALE,10120000000,63250000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthWest,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/6764f620-6e10-49c9-851b-ab4c347f2d70,,,,2026-04-08T15:03:56.668Z,2026-04-08T15:03:56.668Z
1d1090af-30b9-4ab2-95f6-1ffa6c373be9,LST289735,"BÁN NHÀ PHỐ NA.T12-01 – Mặt Tiền 8m, Diện Tích 160m² – Giá Chỉ 10,12 Tỷ (Chưa VAT) | Giá Bao Gồm VAT 11,132 Tỷ",Townhouse,AVAILABLE,SALE,11130000000,69562500,VND,160,"đường Ngô Quyền, Long Hưng Đồng Nai",10.882098,106.858173,,,NorthWest,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/1d1090af-30b9-4ab2-95f6-1ffa6c373be9,,,,2026-04-08T15:01:18.097Z,2026-04-08T15:01:18.097Z
13b7241c-cab4-49fd-a52c-abbf9ce7a634,LST047991,"BÁN BIỆT THỰ SONG LẬP CAO CẤP NA.SV2-04 – Diện Tích 10x20m (200m²) – Giá Chỉ 15,5 Tỷ (Chưa VAT) | Giá Bao Gồm VAT 17,05 Tỷ",Villa,AVAILABLE,SALE,17050000000,85250000,VND,200,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthEast,10,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/13b7241c-cab4-49fd-a52c-abbf9ce7a634,,,,2026-04-08T14:56:43.936Z,2026-04-08T14:56:43.936Z
6b4452dc-ab28-4f4f-a9bc-13e1029f9503,LST627521,BÁN BIỆT THỰ ĐƠN LẬP CAO CẤP NA.GV2-04 – Diện Tích “Khủng” 15x25m (375m²) – Giá Chỉ 30 Tỷ (Chưa VAT) | Giá Bao Gồm VAT 33 Tỷ,Villa,AVAILABLE,SALE,33000000000,88000000,VND,375,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthWest,15,Contract,BASIC,true,2,0971132378,,https://sgsland.vn/listing/6b4452dc-ab28-4f4f-a9bc-13e1029f9503,,,,2026-04-08T14:49:44.776Z,2026-04-08T14:49:44.776Z
eb89c991-3824-437b-838a-df38145c9583,LST272205,BÁN NHÀ PHỐ NA.T12-03 – Diện Tích 8x20m (160m²) – Giá Chỉ 10 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~11 Tỷ,Townhouse,AVAILABLE,SALE,11000000000,68750000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/eb89c991-3824-437b-838a-df38145c9583,,,,2026-04-08T14:44:27.076Z,2026-04-08T14:44:27.076Z
141b92c6-c87f-4ff7-9412-7d9f1d742248,LST023794,"BÁN NHÀ PHỐ NA.T12-03 – Diện Tích 8x20m (160m²) – Giá Chỉ 10,8 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~11,88 Tỷ",Townhouse,AVAILABLE,SALE,11880000000,74250000,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/141b92c6-c87f-4ff7-9412-7d9f1d742248,,,,2026-04-08T14:40:59.790Z,2026-04-08T14:40:59.790Z
410337df-a923-47cc-a40b-e5db6ee6fe93,LST795743,"BÁN SHOPEHOUSE NA.T12-05 – Diện Tích 8x22.5m (180m²) – Giá Chỉ 13,48 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~14,83 Tỷ",Commercial,AVAILABLE,SALE,14820000000,82333333,VND,180,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,8,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/410337df-a923-47cc-a40b-e5db6ee6fe93,,,,2026-04-08T14:36:58.923Z,2026-04-08T14:50:28.658Z
baef1241-7576-4a7e-b64b-725846cd9c64,LST641810,"BÁN NHÀ PHỐ THƯƠNG MẠI CĂN GÓC NA.T12-05 – Diện Tích 10x22.5m (225m²) – Giá Chỉ 23 Tỷ (Chưa VAT) | Giá Bao Gồm VAT ~25,3 Tỷ",Commercial,AVAILABLE,SALE,25300000000,112444444,VND,225,"đường Ngô Quyền, Long Hưng, Biên Hoà, Đồng Nai",,,,,SouthWest,10,Contract,BASIC,true,3,0971132378,,https://sgsland.vn/listing/baef1241-7576-4a7e-b64b-725846cd9c64,,,,2026-04-08T14:33:02.312Z,2026-04-08T14:52:23.441Z
c57cc4ff-c299-40de-97d2-983f03b0c4b9,LST860807,"Bán Biệt Thự Đơn Lập NA.GV2-05 – Diện Tích 15x25m, Giá Chỉ 30,5 Tỷ (Chưa VAT) – Cơ Hội Sống Sang, Đầu Tư Sinh Lời Ngay!",Villa,AVAILABLE,SALE,33549999999.999996,89466667,VND,375,"đường Ngô Quyền, Long Hưng, Biên Hoà, Đồng Nai",,,,,SouthWest,15,Contract,BASIC,true,9,0971132378,,https://sgsland.vn/listing/c57cc4ff-c299-40de-97d2-983f03b0c4b9,,,,2026-04-08T14:27:45.601Z,2026-04-08T14:50:45.724Z
d497185e-309b-45d1-8c33-9697170ae8ab,LST106201,"Biệt thự đơn lập NA.GV4-04 – Siêu biệt thự diện tích lớn, vị trí đắc địa",Villa,AVAILABLE,SALE,32000000000,85333333,VND,375,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthWest,15,Contract,BASIC,true,3,0971132378,,https://sgsland.vn/listing/d497185e-309b-45d1-8c33-9697170ae8ab,,,,2026-04-07T15:06:15.126Z,2026-04-08T14:52:10.327Z
e30d53ab-8df6-4c21-88a9-5dfad64f8552,LST929767,"Nhà phố NA.T12-11 – Diện tích vàng, giá cực kỳ cạnh tranh",Townhouse,AVAILABLE,SALE,9450000000,59062500,VND,160,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,7,Contract,BASIC,true,0,0971132378,,https://sgsland.vn/listing/e30d53ab-8df6-4c21-88a9-5dfad64f8552,,,,2026-04-07T15:01:29.982Z,2026-04-07T15:01:29.982Z
9646d196-5e2d-4117-9cb3-5593cd361a6b,LST589721,"Biệt thự SV3-13 – Siêu phẩm diện tích lớn, giá trị đầu tư vượt trội",Villa,AVAILABLE,SALE,24880000000,79743590,VND,312,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,15,Waiting,BASIC,true,1,0971132378,,https://sgsland.vn/listing/9646d196-5e2d-4117-9cb3-5593cd361a6b,,,,2026-04-07T14:56:31.911Z,2026-04-08T14:51:23.912Z
effacd43-9a1c-4169-9656-fc736e86c98b,LST275784,"Cơ hội vàng sở hữu Biệt thự SV3-14 – Diện tích khủng chỉ 10,4 tỷ",Villa,AVAILABLE,SALE,10920000000,54600000,VND,200,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,10,Waiting,BASIC,true,0,0971132378,,https://sgsland.vn/listing/effacd43-9a1c-4169-9656-fc736e86c98b,,,,2026-04-07T14:51:56.166Z,2026-04-08T14:51:32.891Z
a4b2359c-e8d2-41ff-9c53-f9500e3eb916,LST867403,"Cơ hội sở hữu Biệt thự SV3-11 – Diện tích lớn, giá cạnh tranh",Villa,AVAILABLE,SALE,14170000000,70850000,VND,200,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,SouthEast,9,Waiting,BASIC,true,0,0971132378,,https://sgsland.vn/listing/a4b2359c-e8d2-41ff-9c53-f9500e3eb916,,,,2026-04-07T14:47:50.527Z,2026-04-08T14:50:56.349Z
58d3cb6b-02b6-4d68-9bfb-b57e1eaec80d,LST610055,Cơ hội sở hữu Shophouse SH3-01 – Vị trí kinh doanh đắc địa,Commercial,AVAILABLE,SALE,17640000000,112356688,VND,157,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,NorthEast,6,Waiting,BASIC,true,0,0971132378,,https://sgsland.vn/listing/58d3cb6b-02b6-4d68-9bfb-b57e1eaec80d,,,,2026-04-07T14:40:41.922Z,2026-04-08T14:51:10.989Z
d475527c-f1e7-40ee-a815-cff16394369b,LST930844,"Chuyển Nhượng Căn Hộ Vinhomes Central Park Bình Thạnh - Giá Tốt Nhất 2026 | View Sông Thoáng, Tiện Ích 5 Sao, Sổ Hồng Sẵn",Apartment,AVAILABLE,SALE,10900000000,136250000,VND,80,"208 Nguyễn Hữu Cảnh, Bình Thạnh, HCM",10.795037,106.719433,2,2,North,,PinkBook,FULL,true,4,0971132378,,https://sgsland.vn/listing/d475527c-f1e7-40ee-a815-cff16394369b,,,,2026-04-06T16:15:38.968Z,2026-04-06T16:15:38.968Z
88608ea0-19d8-4643-a1c6-dd3ca1a6e644,LST081401,BÁN GẤP ĐẤT THỔ CƯ 100% LONG ĐỨC - LONG THÀNH - ĐỒNG NAI,Land,AVAILABLE,SALE,1290000000,8012422,VND,161,"xã Long Đức, Long Thành, Đồng Nai",11.42509,106.592957,,,NorthWest,3,PinkBook,BASIC,true,2,0971132378,,https://sgsland.vn/listing/88608ea0-19d8-4643-a1c6-dd3ca1a6e644,,,,2026-04-06T16:03:20.431Z,2026-04-06T16:03:28.752Z
93ad1ea4-8ec9-4843-9d56-d893c976edc6,LST371897,"Bán nhà phố Đảo Phượng Hoàng Aqua City 110m² chỉ 7,9 tỷ – View sông thoáng, phân khu cao cấp.",Townhouse,AVAILABLE,SALE,7900000000,71818182,VND,110,"đường Ngô Quyền, Long Hưng, Biên Hoà, Đồng Nai",,,,,North,,PinkBook,BASIC,true,1,0971132378,,https://sgsland.vn/listing/93ad1ea4-8ec9-4843-9d56-d893c976edc6,,,,2026-04-06T15:52:46.345Z,2026-04-07T03:24:28.091Z
05f9f511-57d5-4685-88e1-24d8deea3f14,LST587700,"Bán nhà phố đảo Phượng Hoàng Aqua City 130m² chỉ 8.1 tỷ – 1 trệt 2 lầu, hoàn thiện thô, vị trí đẹp ven sông",Townhouse,AVAILABLE,SALE,8100000000,62307692,VND,130,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,East,6.5,Waiting,BASIC,true,0,0971132378,,https://sgsland.vn/listing/05f9f511-57d5-4685-88e1-24d8deea3f14,,,,2026-04-06T15:38:00.248Z,2026-04-07T03:23:48.001Z
f2309ad6-131f-444d-a55c-b96ea3a80878,LST125076,"Bán nhà phố Đảo Phượng Hoàng Aqua City 130m² chỉ 8,6 tỷ – View sông thoáng, phân khu cao cấp.",Townhouse,AVAILABLE,SALE,8600000000,66153846,VND,130,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,East,6.5,Waiting,BASIC,true,0,0971132378,,https://sgsland.vn/listing/f2309ad6-131f-444d-a55c-b96ea3a80878,,,,2026-04-06T15:31:18.272Z,2026-04-07T03:23:02.444Z
1c222cf4-670c-405f-bdfe-8aa2aae42f41,LST765831,Chuyển nhượng giá tốt các bất động sản dự án Aqua City,Project,AVAILABLE,SALE,6200000000,51666667,VND,120,"đường Ngô Quyền, Long Hưng, Đồng Nai",10.882098,106.858173,,,North,,Contract,BASIC,false,0,0971132378,,https://sgsland.vn/listing/1c222cf4-670c-405f-bdfe-8aa2aae42f41,,,,2026-04-06T15:24:55.779Z,2026-04-06T15:24:55.779Z
4f40da30-37ee-4e9e-b998-8368706c338a,LST090897,"CƠ HỘI VÀNG ĐẤT AN PHƯỚC (TAM AN) - LONG THÀNH, ĐỒNG NAI - NGAY KHU ĐÔ THỊ AQUA CITY",Land,AVAILABLE,SALE,8199999999.999999,4253112,VND,1928,"xã An Phước, Long Thành, Đồng nai",10.806279,106.921732,,,NorthWest,40,PinkBook,BASIC,true,2,0971132378,,https://sgsland.vn/listing/4f40da30-37ee-4e9e-b998-8368706c338a,,,,2026-04-06T15:16:18.670Z,2026-04-06T15:16:18.670Z
